serialno|hinc|rooms
8716297|104800|7
8716423|37000|3
8716503|88150|7
8716656|27420|9
8716784|92210|2
8717017|26600|6
8717156|95480|6
8717170|18000|2
8717600|83000|8
8717696|46200|4
8717714|34000|9
8717716|49600|4
8717730|59500|7
8717776|322000|3
8717782|46900|5
8717833|326000|5
8717991|47200|6
8718080|100000|4
8718220|41500|7
8718453|73600|7
8718654|82000|3
8718782|32000|7
8718849|7500|3
8718905|9000|2
8718949|55000|5
8719184|70000|3
8719690|79790|3
8719802|150000|7
8720095|32400|4
8720190|150200|6
8720352|139500|7
8720354|74950|9
8720455|32000|4
8720479|22400|6
8720774|142000|7
8720790|122600|8
8720836|22900|4
8720983|58700|9
8721065|19000|5
8721137|26000|7
8721196|82000|5
8721226|60000|7
8721250|71400|6
8721316|91240|4
8721342|10400|2
8721868|5400|6
8721991|89500|6
8722153|81700|6
8722173|93680|5
8722332|139000|8
8722613|46000|4
8722688|80000|5
8722840|86300|3
8722842|156000|9
8722892|51000|4
8722896|80000|7
8723541|30500|6
8723587|38600|4
8723603|20000|7
8723964|93900|8
8723983|20280|7
8724013|7900|4
8724308|64500|8
8724350|89200|5
8724493|28000|3
8724621|2500|4
8724659|76100|7
8724695|79900|5
8724808|102800|9
8725019|46700|5
8725119|82500|8
8725185|25000|5
8725254|30000|3
8725651|323700|9
8725978|465600|9
8726145|103000|8
8726149|4000|8
8726157|122000|8
8726235|25000|2
8726480|85000|9
8726492|56400|5
8726629|87500|6
8726715|48000|3
8727129|118000|8
8727181|40000|4
8727231|7700|3
8727392|48000|5
8727504|67000|5
8727701|23900|5
8727944|23000|3
8728004|47000|5
8728195|15280|6
8728221|16400|5
8728777|137000|4
8729245|266000|7
8729408|50020|5
8729582|88340|2
8729645|44200|8
8729685|7800|5
8729719|53500|7
8730137|93400|5
8730237|146400|6
8730319|18880|3
8730514|99290|6
8730582|98000|5
8730625|30230|8
8730659|9000|3
8730880|244190|8
8731044|170000|9
8731636|52530|7
8731781|8000|5
8732261|54000|6
8732353|12000|6
8732413|12000|5
8732801|33600|7
8732946|108000|6
8733014|414400|9
8733299|381000|9
8733377|82100|7
8733524|58700|5
8733538|52600|5
8733632|45000|6
8733769|85300|9
8733970|20180|5
8734042|88000|5
8734104|77200|9
8734233|79800|8
8734347|17300|6
8734361|45020|7
8734596|27500|5
8734831|7900|5
8734998|151500|6
8735588|58100|6
8735606|83100|8
8735668|93200|6
8735702|47990|6
8735773|132400|8
8735787|20100|6
8736198|7220|4
8736536|37700|5
8736564|77600|6
8736891|49200|6
8736969|33900|6
8737034|77000|9
8737668|25900|3
8737676|55020|5
8737724|46200|9
8738013|48300|5
8738296|17250|1
8738471|57820|9
8738519|36040|4
8738754|51700|4
8738953|8300|6
8739096|95800|7
8739232|80500|5
8739559|210000|8
8739642|23100|8
8739670|12000|3
8739676|128300|8
8739794|19820|6
8740122|197000|6
8740206|402000|4
8740228|20360|3
8740405|331000|7
8740455|11700|7
8740581|94200|6
8740583|70000|5
8741057|44800|7
8741543|6000|5
8741573|83200|9
8741644|6400|3
8741886|86000|4
8741995|112000|7
8742069|103000|7
8742162|57100|9
8742292|19000|5
8742609|22000|2
8742730|332150|9
8742832|51000|4
8742997|7400|5
8743075|11500|9
8743595|22060|6
8743710|7500|6
8743820|77010|4
8744284|23900|2
8744292|348700|9
8744778|28000|6
8744802|49500|5
8744852|50000|4
8744882|97000|8
8745061|16500|4
8745334|157500|8
8745380|15500|7
8745497|25000|4
8745523|30800|5
8745713|152200|9
8745744|135000|6
8745908|71400|7
8745914|45290|3
8745966|30000|7
8746041|70600|8
8746045|36400|7
8746221|102000|4
8746505|71000|5
8746625|107200|9
8747073|13700|5
8747705|60000|6
8747896|20500|3
8748000|17800|5
8748006|51000|6
8748378|89050|2
8748462|47600|6
8748597|23800|5
8748635|86420|8
8748763|26200|5
8748948|30900|5
8748952|8100|1
8749006|52100|8
8749171|15300|3
8749235|46100|7
8749265|107200|9
8749468|451000|9
8749526|92510|4
8749763|139740|7
8750522|166560|9
8750751|151000|6
8751546|179804|7
8751853|31100|7
8752149|37000|6
8752273|141120|6
8752379|69400|9
8752536|93500|8
8752677|33870|6
8752689|77000|6
8752803|157000|7
8753175|63000|4
8753733|12000|4
8753769|27020|7
8754024|46100|5
8754112|40000|1
8754305|50100|6
8754403|10000|1
8754476|22000|6
8754652|113000|4
8754676|26400|9
8754807|2400|6
8754867|22500|5
8755178|19000|4
8755488|10400|4
8755622|435000|8
8755632|54000|6
8755666|86200|5
8755692|18200|4
8755698|14000|4
8755735|44030|5
8756249|32000|1
8756301|89000|5
8756375|38000|6
8756379|56000|5
8757070|38600|4
8757124|35090|7
8757130|58300|8
8757138|258790|8
8757204|35600|5
8757437|31500|5
8757512|175000|3
8757588|138000|3
8757630|50000|4
8758186|73800|6
8758260|53360|9
8758473|19600|5
8758523|65150|9
8758626|106770|8
8758853|63100|5
8758903|83200|6
8759076|34300|7
8759082|58200|5
8759170|44800|6
8759172|27260|3
8759401|32700|4
8759634|36000|6
8759688|54000|5
8759772|336800|5
8759933|20200|5
8760088|152600|9
8760417|75500|9
8760630|16700|4
8760780|40000|4
8761214|14000|4
8761246|38100|6
8761477|351200|6
8761732|38100|4
8761746|4700|3
8762023|31000|6
8762150|46930|6
8762302|110200|6
8763037|7200|6
8763170|60000|3
8763184|101100|8
8763296|40000|2
8764043|96920|6
8764370|104600|9
8764680|4500|6
8764752|37700|9
8764758|40800|8
8765147|17150|4
8765318|87650|8
8765573|85000|5
8766049|37000|7
8766173|27600|2
8766268|97300|6
8766523|7520|3
8766527|38400|4
8766567|42000|6
8766641|78500|7
8766746|17000|1
8766762|61000|7
8767097|97700|6
8767153|43240|5
8767173|83000|5
8767322|55000|3
8767814|90000|7
8768155|115000|5
8768468|322000|9
8768517|59000|4
8768868|43300|7
8768872|30040|4
8768918|46500|4
8768952|18700|6
8769006|50500|4
8769099|12600|6
8769617|26880|7
8769725|125500|6
8769852|65810|7
8770175|37500|4
8770370|44000|4
8770416|201000|7
8770488|26920|5
8770538|681900|9
8770591|5000|3
8770645|47000|4
8770669|64000|6
8771428|1700|5
8771454|20500|3
8771615|41800|6
8771844|81000|6
8772008|31000|5
8772398|12000|5
8772898|29000|8
8772972|42830|4
8773739|87500|6
8773765|327000|9
8773777|82700|7
8773785|27500|4
8774596|174100|4
8774612|72900|6
8774628|41000|4
8774847|92700|6
8774889|24800|4
8775040|26000|4
8775078|60700|9
8775114|45000|6
8775988|27000|3
8776144|39700|7
8776431|43700|9
8776445|21900|5
8776608|9000|9
8776837|47300|5
8776897|35000|4
8776899|45000|5
8777365|40000|8
8777415|43000|6
8778184|9400|3
8778194|33000|4
8778234|64960|8
8778427|129000|9
8778678|44000|5
8778767|54000|3
8778777|87240|9
8778817|100050|8
8778919|29600|4
8778963|85000|6
8779007|65600|7
8779331|30200|6
8779515|121100|7
8779580|432000|6
8779598|40000|4
8779708|74000|5
8779732|20000|3
8780064|51680|5
8780606|237450|9
8780831|49500|9
8780959|33800|5
8781630|23800|7
8782251|95000|7
8782382|127700|9
8782655|96800|7
8782900|57320|5
8783123|114560|5
8783163|15000|2
8783189|49400|4
8783257|181000|6
8783349|64500|5
8783590|67100|6
8783984|16600|3
8784229|60000|5
8784363|53140|6
8784406|14400|5
8784536|7400|3
8784626|129000|5
8784906|19000|8
8784938|8300|5
8785068|4000|4
8785482|54000|6
8785592|46000|3
8785827|91400|9
8786080|52000|6
8786761|33600|4
8786815|36000|7
8787205|106410|6
8787273|46000|8
8787395|118500|7
8787401|58200|6
8787692|33304|5
8787847|80000|5
8787937|117500|8
8788427|22810|4
8788606|55200|5
8788835|9560|4
8789034|16010|5
8789078|52400|5
8789096|23000|3
8789112|36100|4
8789301|54830|7
8789451|34600|4
8789504|4800|9
8789730|172200|8
8789738|34500|7
8789943|35010|4
8790363|120000|4
8790433|65500|3
8790648|9050|4
8790708|44800|8
8790720|56930|7
8790939|125800|8
8790967|45490|9
8791017|20950|3
8791021|36350|2
8791052|56400|6
8791192|44700|4
8791218|5400|4
8791240|14400|4
8791369|22000|3
8791519|84800|5
8791586|85000|6
8791712|9800|7
8792158|14000|6
8792172|72000|7
8792867|37000|5
8792963|14000|4
8792991|33500|4
8793057|54000|5
8793108|30000|8
8793638|170500|6
8793716|81090|5
8793764|18600|3
8793834|23400|5
8793857|127100|4
8794256|25000|4
8794393|90100|7
8794591|25510|4
8794726|53000|5
8794822|31700|4
8795162|107210|5
8795501|359200|8
8795579|101000|8
8796214|45800|5
8796808|32000|2
8797276|22200|5
8797539|29500|4
8797828|66000|4
8798210|26000|6
8798565|15180|9
8798675|88000|5
8799318|53700|7
8799382|25500|1
8799711|158600|5
8799928|24370|4
8799950|80000|4
8800055|8000|3
8800798|28600|8
8800832|43500|4
8800960|105800|8
8800978|25000|4
8801314|57000|4
8801340|157700|5
8801474|59500|6
8801593|169300|9
8801655|412000|9
8801787|23500|3
8801904|22400|5
8801918|65230|8
8801968|21000|4
8802111|29390|4
8802312|105000|8
8802464|81740|6
8802494|55600|4
8802585|39000|7
8802807|15000|5
8802964|75200|6
8803291|390000|9
8803325|54000|5
8803416|23450|4
8803508|70000|4
8803570|110800|8
8803613|10100|5
8803657|116070|7
8803934|18800|4
8804115|5000|6
8804285|30200|4
8804434|53200|9
8804617|10500|3
8804653|42100|3
8804839|9600|2
8805229|16700|6
8805574|133000|7
8805695|20590|8
8805883|1400|5
8805910|18000|7
8806108|50100|9
8806299|36100|5
8806422|8500|5
8806506|48000|8
8806516|28500|3
8806889|162470|8
8807608|38000|5
8807727|67000|9
8807837|85000|6
8807845|38200|3
8807897|100000|7
8807986|71520|6
8808176|30000|4
8808199|241980|5
8808747|40900|8
8809054|76000|5
8809196|27100|5
8809299|45500|6
8809423|42000|4
8809455|40500|9
8809658|41600|3
8809664|54000|3
8809692|52700|4
8809797|72000|6
8809843|70800|7
8809901|55000|1
8809951|21500|6
8810072|162370|9
8810150|29200|5
8811271|79000|5
8811423|42000|6
8811441|145100|9
8811562|74100|3
8811752|36000|6
8811955|11300|1
8812017|121000|5
8812192|40000|6
8812200|50000|7
8812307|90530|6
8812335|42500|8
8812387|77500|5
8812395|61050|8
8812786|56000|4
8812903|55700|4
8813003|8700|3
8813296|33500|7
8813457|100000|8
8813574|77800|5
8813596|81000|9
8814031|54000|5
8814088|47700|8
8814158|46030|4
8814318|201000|8
8814353|58000|7
8814401|39510|3
8814714|51000|7
8814830|127100|4
8814941|40000|4
8815475|119000|6
8815700|62000|6
8815947|50|5
8815983|119000|3
8816266|23100|6
8816405|28100|6
8816411|322080|3
8816495|23800|6
8816730|50600|4
8816826|43500|5
8816937|76800|7
8817031|67620|1
8817186|73760|4
8817346|25000|8
8817527|6100|4
8817659|105000|5
8817951|49700|5
8818007|59600|5
8818051|19300|5
8818173|87000|6
8818583|14400|5
8818904|37800|3
8818908|402000|4
8819109|16500|5
8819406|55054|9
8819499|31800|5
8820221|22300|5
8820591|26270|8
8820601|60470|5
8820982|690|5
8821135|7500|3
8821161|112100|6
8821205|95000|9
8821432|116800|5
8821583|141120|6
8821635|9500|3
8821830|88100|3
8821832|32800|2
8821872|11800|7
8822043|22000|5
8822145|11300|3
8822261|37000|6
8822396|52100|5
8822707|32000|4
8822769|25400|3
8822966|95120|7
8823181|55200|4
8823484|33800|6
8823749|54100|9
8824026|81800|9
8824042|30000|7
8824348|86000|8
8824396|24850|6
8824402|26900|5
8824581|35000|6
8824892|54600|3
8824916|97000|7
8825105|52780|8
8825155|43600|8
8825271|115000|5
8825564|120000|7
8826295|24300|2
8826841|80260|8
8827002|76260|6
8827458|160000|8
8827612|88000|9
8827663|18700|3
8827685|9000|3
8827813|73500|7
8827875|45000|3
8828016|105000|5
8828305|175000|6
8828668|74500|5
8828709|40000|4
8828795|157500|9
8828857|121740|8
8828923|21300|5
8829052|235400|9
8829182|16400|3
8829211|41300|8
8829697|21170|5
8829805|38700|6
8829913|349000|6
8830301|10400|3
8830480|29930|5
8830642|42700|2
8830666|159300|6
8830749|83300|7
8830781|49780|5
8830855|211200|3
8830951|1500|1
8831204|78000|2
8831289|220000|9
8831325|90500|9
8831445|115800|9
8831520|328000|3
8831769|51000|6
8831893|15600|6
8831913|17900|4
8832056|96700|9
8832152|40000|5
8832463|14700|5
8832602|87690|9
8832650|21290|6
8832670|146500|3
8832730|11400|9
8832815|97700|5
8832885|63160|6
8833497|7500|3
8833523|81000|9
8833596|28000|7
8833738|128800|6
8833744|13000|4
8833746|70100|6
8834070|29600|5
8834214|39500|4
8834240|93060|5
8834347|83500|5
8834411|5160|5
8834501|90400|6
8834839|56000|7
8834935|40000|4
8835150|11000|5
8835300|200000|4
8835435|83800|5
8835473|25500|5
8835565|20000|1
8835652|75900|5
8835708|70400|9
8836515|44000|7
8836867|34300|5
8837150|17000|4
8837192|100500|9
8837374|69000|9
8837393|110000|4
8837425|6500|2
8837760|40000|3
8837985|72200|7
8838425|88000|6
8838631|38600|8
8838792|74620|5
8838876|46000|9
8839228|48000|8
8839242|16600|2
8839410|13920|5
8839457|86560|7
8839479|50400|6
8839599|141000|6
8839661|54300|5
8839772|65850|5
8839792|54000|8
8839876|20900|8
8839888|93400|6
8839898|47000|5
8840105|14000|8
8840589|118000|6
8840657|62000|8
8841240|45980|6
8841314|132250|8
8841454|53100|7
8841489|32000|8
8841904|40000|8
8842137|59400|6
8842476|39000|5
8842505|110750|7
8842756|12600|3
8842970|300|3
8843009|17900|6
8843077|45000|3
8843440|129000|6
8843577|4620|1
8843790|14000|5
8843816|65000|8
8844157|61000|3
8844245|33600|7
8844424|42000|4
8844496|46300|6
8844679|9000|2
8844709|55000|5
8844804|61330|9
8844942|52400|7
8845390|45500|4
8845679|20300|6
8845725|53500|5
8845940|308960|8
8846171|173500|4
8846181|17000|3
8846436|900|2
8846629|44000|4
8846783|39270|5
8846896|93000|6
8846900|30000|5
8847239|61040|6
8847259|12900|5
8847369|96400|5
8847391|21100|5
8847437|52000|5
8847519|46300|8
8847630|86920|5
8847846|65240|5
8847921|61000|4
8848101|15400|3
8848113|38000|6
8848200|48100|5
8848356|50000|3
8848368|22500|7
8848411|125000|6
8848744|5900|6
8848973|14800|6
8849033|68600|6
8849089|125000|9
8849160|7000|2
8849222|28400|3
8849599|115300|8
8849601|9900|3
8850057|72150|9
8850254|49100|6
8850334|24000|5
8850501|97000|4
8850716|34000|6
8850806|84300|7
8851083|16500|6
8851171|58000|7
8851495|28500|6
8851691|140010|3
8852272|47600|3
8852647|73300|7
8853103|23400|6
8853209|11600|5
8853278|89800|7
8853280|95360|7
8853547|356300|9
8853788|67000|4
8853946|129200|7
8853948|60020|2
8854099|62000|7
8854139|62000|4
8854151|196900|7
8854239|109060|5
8854280|30000|6
8854336|30500|9
8854474|18500|4
8854486|15300|6
8854581|43200|5
8854673|18500|4
8854775|57400|5
8854814|10000|2
8855024|73020|6
8855115|35000|4
8855219|37600|7
8855474|28600|4
8855561|15000|5
8855595|73600|7
8855633|90000|2
8855892|22100|4
8856163|71000|6
8856191|12110|8
8856340|20900|4
8856653|1650|1
8856892|195000|7
8857050|7500|2
8857054|40000|3
8857141|69300|4
8857209|102000|7
8857301|37500|5
8857442|542000|8
8857520|61500|6
8857625|69400|5
8857647|86000|7
8857944|68000|4
8857958|95000|4
8858044|139600|8
8858468|47000|1
8858586|142240|5
8858980|23900|7
8859058|266000|9
8859102|23370|1
8859777|66300|3
8859942|32000|4
8860010|64000|7
8860169|8800|2
8860261|4200|3
8860622|51360|6
8860759|25000|1
8860799|131200|9
8860801|50400|7
8860819|38800|5
8860821|24470|3
8860843|86000|6
8860893|41610|6
8861080|32400|3
8861301|100000|8
8861662|17300|5
8861841|49300|6
8862030|71900|4
8862225|123500|8
8862992|119000|6
8863263|29900|5
8863554|51810|8
8863905|6000|4
8864190|20700|3
8864311|76900|5
8864357|30900|5
8864656|104300|6
8864660|54600|7
8864730|70000|6
8864853|65500|5
8865013|135800|9
8865038|9300|5
8865094|20500|4
8865186|31000|7
8865658|2800|2
8865714|67100|4
8865919|35500|8
8866212|56800|5
8866379|100140|7
8866881|382700|6
8867088|18000|2
8867190|112200|8
8867230|34900|7
8867624|9800|1
8867704|17000|4
8868278|17000|3
8868447|8800|3
8868547|23500|4
8868583|108030|9
8869031|15000|6
8869099|6000|2
8869120|15310|4
8869124|14000|2
8869166|102000|6
8869479|4800|5
8869519|104000|8
8869549|41600|7
8869555|9900|4
8869652|78300|8
8869824|67000|6
8869989|29000|8
8870115|89200|8
8870356|103000|5
8870896|73650|8
8871023|66000|5
8871039|107000|9
8871073|80050|9
8871079|9500|2
8871105|74900|4
8871585|32000|5
8871716|112000|7
8872248|95300|7
8872254|41000|7
8872400|341000|9
8872537|54200|7
8872555|27200|6
8872665|60700|8
8873009|39000|4
8873043|37000|5
8873073|266250|8
8873115|97000|7
8873290|17000|2
8873398|98000|6
8873454|13000|5
8873549|13600|2
8873625|65800|6
8873928|322000|7
8874346|19050|6
8874549|84200|6
8874573|50000|5
8874595|21000|9
8874641|1600|5
8874685|55640|7
8874733|26600|7
8874836|39100|5
8874892|7500|4
8875205|77604|6
8875247|65470|5
8875434|16300|3
8875466|81230|7
8875504|16670|6
8875635|33200|5
8875639|28000|7
8875699|65000|8
8876370|45550|7
8876573|156450|7
8876795|34700|9
8876854|60000|3
8876908|86000|9
8876964|10800|4
8876984|152800|9
8877522|18500|6
8877809|21000|8
8877964|1500|3
8877970|27000|3
8878125|76570|6
8878235|48560|4
8878249|79150|8
8878358|29900|4
8878432|10800|4
8878757|141030|8
8878841|50900|3
8878996|52800|6
8879255|7600|4
8879749|70200|5
8879839|7000|4
8879851|16300|6
8879908|32200|3
8879956|50300|6
8880157|23500|6
8880197|89000|7
8880709|29000|1
8880809|35100|9
8880847|55000|6
8881191|33000|4
8881363|195000|6
8881602|62100|4
8881650|38000|7
8881992|7700|3
8882010|46400|6
8882122|29100|4
8882136|24500|3
8882303|84800|8
8882580|7800|8
8882958|18400|3
8883000|16100|5
8883064|55500|7
8883359|49000|5
8884180|9000|3
8884469|225000|9
8884592|69300|7
8884737|92000|6
8884777|146900|8
8884829|65250|6
8884939|105000|6
8885052|32000|5
8885078|336300|9
8885315|94200|3
8885622|74000|8
8885817|76000|9
8885879|7900|6
8886028|23400|6
8886222|11400|3
8886405|118800|7
8886534|48250|6
8886971|145000|8
8886987|9000|6
8887511|75000|6
8887527|30600|6
8887568|51870|7
8887993|72900|9
8888057|50740|6
8888188|48200|8
8888379|52000|7
8888469|118180|8
8888553|15000|5
8888700|226910|7
8889059|101000|8
8889110|16300|5
8889192|138000|8
8890411|322000|7
8890754|55000|6
8890878|22300|5
8891071|44000|2
8891184|7200|3
8891200|173020|9
8891256|20300|2
8891732|322000|9
8891931|72600|7
8891943|19000|4
8892260|10100|3
8892455|81000|6
8892892|46000|6
8893035|50000|2
8893053|25900|3
8893218|19820|5
8893238|32710|8
8893432|104800|3
8893461|86600|9
8893645|57000|7
8894069|219800|7
8894428|9000|2
8894430|98800|5
8894563|87000|6
8894575|12900|7
8894587|201000|9
8894641|39450|6
8894974|85000|6
8895127|71600|7
8895382|131650|8
8895406|13690|4
8895565|36000|6
8895639|7610|2
8896007|88860|5
8896272|102500|4
8896964|37820|9
8897004|40310|4
8897053|120000|8
8897077|48200|4
8897177|359400|7
8897215|134900|8
8897267|14000|6
8897302|23250|4
8897490|7860|2
8897561|129150|7
8897667|46000|5
8897721|45100|7
8897791|43004|5
8897990|28000|1
8898046|61000|7
8898486|36600|6
8898773|50000|6
8898954|97300|5
8899450|7500|2
8899617|53000|5
8899667|118130|5
8899996|64800|7
8900175|22000|5
8900721|113000|9
8900962|51600|5
8901034|56500|4
8901098|90400|8
8901177|90700|7
8901245|118350|6
8901303|116900|6
8901347|116000|6
8901378|45000|4
8901420|186500|8
8901450|96600|7
8901516|28200|4
8901620|160000|9
8901723|72090|5
8901996|345050|8
8902183|90000|6
8902568|126900|5
8902675|60000|7
8902699|97200|9
8902725|127000|9
8902903|21150|7
8902930|41100|5
8903333|28600|8
8903349|90000|9
8903600|94000|9
8903759|65400|6
8903771|36000|3
8903789|25500|5
8903797|81700|5
8903831|82550|7
8903956|20000|5
8904431|66500|7
8904608|58400|9
8904715|64100|6
8904743|13300|2
8904881|28900|6
8904957|73900|7
8904962|11800|6
8905060|33300|4
8905078|40190|9
8905455|38600|3
8905542|63000|4
8905600|37100|6
8905704|6500|5
8905875|312830|9
8906353|134600|1
8906377|29000|5
8906552|76000|5
8906576|59900|6
8906769|86500|5
8907050|19000|4
8907130|115500|8
8907142|75800|6
8907192|12800|7
8907467|67000|5
8907562|81000|8
8907634|13400|5
8907638|35000|5
8907666|40000|6
8907811|17000|8
8907847|80000|9
8908108|107100|6
8908258|35900|5
8908367|45400|5
8908546|130000|6
8908706|24000|3
8909009|37500|4
8909186|44900|8
8909248|15200|1
8909515|17400|5
8910184|91000|6
8910353|60000|3
8910377|103000|9
8910513|65500|4
8910551|64000|5
8910688|60000|6
8910696|34700|7
8910905|70700|6
8910947|18480|5
8911001|16000|5
8911019|17100|3
8911069|18000|3
8911184|130300|5
8911413|61300|7
8911485|52300|7
8911565|87000|6
8911808|112500|5
8911842|140000|9
8911860|76500|5
8911864|5800|1
8912242|46000|2
8912350|14900|3
8912465|27630|5
8912822|45200|5
8913195|1400|5
8913273|13800|3
8913305|81000|7
8913861|252000|9
8913899|49900|6
8914343|30000|9
8914476|22000|5
8914524|7500|4
8914976|114000|6
8915098|279000|9
8915118|40050|7
8915273|5000|3
8915421|37950|2
8915482|109100|3
8915568|152000|4
8915847|69300|7
8916024|100000|9
8916038|71600|8
8916375|114270|6
8916381|7600|4
8916654|103000|5
8916757|6260|2
8916797|16070|5
8916865|49500|6
8916881|4100|3
8916991|75000|1
8917144|27000|5
8917234|46300|9
8917343|46400|7
8917361|12900|3
8917399|67000|7
8917746|14550|4
8918020|178200|5
8918042|10100|3
8918479|75200|9
8918562|80500|5
8918564|37000|6
8918572|24900|7
8918656|98000|9
8918726|24900|6
8918937|85500|5
8919064|5200|5
8919301|119500|6
8919401|108300|7
8919604|111500|5
8919640|19500|5
8920017|114000|5
8920090|48800|5
8920341|4000|3
8920501|49800|4
8920628|5000|8
8920766|193130|9
8920786|38100|6
8920991|93400|6
8921429|42600|6
8921714|55400|5
8922101|602870|9
8922246|57600|5
8922268|126100|9
8922348|34730|6
8922632|101500|8
8922648|109400|8
8922676|38400|1
8922776|22000|6
8923162|189700|7
8923573|122000|8
8923989|10700|4
8924170|28000|3
8924601|66208|8
8924629|132900|8
8924772|72000|7
8925236|19510|5
8925324|120700|8
8925521|151200|9
8925593|21600|6
8925882|26500|5
8926091|110000|4
8926101|100680|4
8926113|25010|5
8926121|77010|4
8926559|367000|8
8926786|22600|7
8926840|25000|7
8927061|19900|4
8927270|37400|6
8927360|70000|9
8927408|32740|5
8927450|26000|6
8927615|39000|6
8927623|76280|6
8927850|70000|8
8927876|108000|5
8927910|44500|5
8928013|95950|9
8928157|12900|3
8928179|9200|3
8928517|385000|9
8928587|66680|7
8928757|9180|8
8928914|101000|5
8929410|25500|6
8929627|30000|4
8929717|18100|2
8929779|50000|6
8930016|42200|4
8930079|121000|6
8930241|55200|4
8930251|94150|7
8930344|95200|6
8930422|36200|4
8930866|28000|5
8931012|85000|9
8931044|9700|4
8931075|19850|4
8931095|37800|3
8931406|82900|6
8931526|61000|3
8931753|50000|7
8931892|42200|7
8932010|60000|9
8932020|46800|3
8932351|16710|6
8932637|72000|6
8932737|36590|5
8932761|10000|3
8932793|82500|6
8932890|19000|6
8932962|69600|5
8933040|6100|4
8933566|34500|6
8933661|111500|8
8933904|20400|3
8934008|9100|2
8934341|57570|7
8934438|2000|4
8934663|82500|7
8934944|41000|4
8935038|6930|7
8935066|48000|4
8935092|52000|6
8935359|13900|2
8935691|114000|9
8935968|32000|5
8936038|94000|7
8936106|45300|4
8936174|31400|5
8936251|17500|6
8936287|28700|9
8936560|153000|4
8936646|7830|2
8936811|12100|2
8936827|29000|2
8936879|112000|4
8937044|26000|2
8937682|2000|6
8938012|14400|7
8939132|77000|8
8939550|10000|4
8939628|8600|2
8940082|34800|4
8940596|64300|7
8940606|104000|6
8940682|11900|3
8941043|80000|4
8941319|35500|6
8941341|105000|7
8941397|41100|6
8941403|8000|2
8941545|35300|3
8941632|30200|6
8941829|17700|5
8941903|28000|2
8942029|77400|4
8942296|67000|6
8942473|129000|9
8942887|50000|6
8942921|30000|5
8943180|98250|7
8943411|35500|9
8943501|153400|8
8943680|53300|6
8943780|108000|9
8943917|10000|3
8943931|338500|9
8944306|25000|7
8944316|105000|8
8944354|44500|5
8944601|76630|5
8944662|88700|8
8944754|206180|1
8944860|97000|9
8945045|187500|9
8945141|13800|4
8945746|47000|5
8945780|50300|8
8945870|101800|8
8946441|344000|9
8946453|51050|6
8946696|49600|4
8946840|36380|7
8947960|106000|6
8948099|50404|4
8948452|51500|7
8948523|90000|9
8948549|33600|8
8948573|64000|3
8948595|20000|6
8948605|137000|7
8948639|26220|3
8948768|73000|2
8948836|32300|6
8948878|26700|5
8949368|118900|9
8949424|57470|4
8949611|95000|6
8949673|7900|3
8949780|30200|4
8949806|44400|4
8950069|41200|7
8950368|16700|3
8950486|18500|3
8950605|65000|9
8950683|6900|6
8950731|49300|7
8950753|73000|4
8950902|44300|6
8950916|19890|6
8951221|63000|8
8951735|40000|6
8951970|76500|9
8952008|66000|1
8952010|8700|3
8952201|50700|7
8952301|46500|6
8952396|81000|7
8952597|59400|6
8952844|14900|5
8952872|49100|6
8953026|6000|7
8953508|59200|6
8953721|113200|7
8953733|71500|6
8953986|40000|6
8954096|79200|4
8954237|50000|7
8954317|72000|4
8954488|22000|6
8954608|21800|5
8954833|52300|6
8955149|43000|5
8955195|7000|4
8955289|91600|7
8955398|18680|5
8955506|103000|6
8956082|68000|8
8956371|213300|8
8956873|173500|9
8956887|20000|6
8956930|62100|6
8957325|51610|7
8957387|348200|9
8957558|26300|4
8957680|32000|5
8957684|51410|6
8957751|21500|6
8957839|75000|4
8958263|133600|6
8958433|56800|5
8958584|60000|3
8958602|7800|3
8958735|21400|3
8958863|33300|3
8958931|105970|8
8959050|31000|5
8959192|64500|4
8959413|10500|8
8959963|167140|6
8960196|53000|5
8960437|18170|6
8960451|138000|2
8960538|72000|8
8960700|24600|6
8960967|23300|3
8961222|15710|6
8961272|60000|5
8961523|56400|9
8962278|85000|5
8962652|3600|2
8962784|70000|5
8962788|44000|3
8963029|36000|4
8963427|55300|8
8963479|61000|6
8963523|54600|5
8963778|22500|6
8963967|9000|2
8964110|16800|2
8964152|19200|3
8964238|49200|7
8964240|39500|3
8964391|30000|5
8964477|33900|4
8964838|30000|3
8965142|34400|3
8965224|16120|1
8965483|59480|5
8965571|185000|9
8965708|19170|5
8965714|32000|5
8965941|67400|6
8965965|8400|3
8966039|34000|2
8966300|4900|9
8966320|43400|5
8966664|6500|4
8966834|43400|6
8966967|57050|6
8967071|15000|5
8967111|54040|7
8967414|23000|2
8967433|120100|5
8967645|55100|5
8967718|16000|5
8968218|9500|5
8968286|24000|3
8968511|20000|7
8968545|89470|8
8968591|83500|7
8968611|191500|6
8968965|37000|5
8969085|83200|9
8969179|36900|3
8969326|21000|9
8969577|8000|2
8969611|20000|3
8969629|60000|9
8969643|49100|8
8969647|76000|5
8969707|22900|7
8969770|26920|2
8969810|11050|5
8970103|3200|5
8970567|269000|9
8970743|134400|7
8970756|82570|7
8970798|16990|3
8970838|95200|8
8970898|66000|6
8971324|47200|5
8971685|25000|5
8972416|47100|5
8972717|322000|2
8972988|37000|2
8973338|27000|4
8973344|46040|7
8973530|15100|7
8973705|40000|4
8974038|79400|7
